StartDate,EndDate,Block,Treatment,Plot,Replicate,SamplingMethod,Family,Genus,Species,Males,Females,Immature
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,Tenuiphantes,zebra,1,0,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Centromerus,persolutus,0,3,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,THERIDIIDAE,immTher,sp.,0,0,2
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,AMAUROBIIDAE,Amaurobius,borealis,2,0,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,AMAUROBIIDAE,Callobius,bennetti,0,1,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,THERIDIIDAE,Robertus,riparius,1,1,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,HAHNIIDAE,Neoantistea,magna,0,4,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,22
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Eperigone,maculata,0,1,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,3
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,1,1,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,0,1,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,20
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,3
20080922,20081002,Valley,Hemlock,3,5,Pitfall,AMAUROBIIDAE,Wadotes,hybridus,1,0,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Walckenaeria,pallida,0,1,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,AGELENIDAE,immAgel,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,2,5,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,HAHNIIDAE,Neoantistea,magna,0,2,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Microneta,viaria,0,2,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Tenuiphantes,zebra,0,2,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,18
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Tenuiphantes,zebra,1,0,0
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,2
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,THOMISIDAE,immThom,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,LINYPHIIDAE,Walckenaeria,directa,1,0,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,DICTYNIDAE,Cicurina,arcuata,0,1,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Walckenaeria,directa,1,0,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Sisicus,penifusifer,0,1,0
20080922,20081002,Valley,Hemlock,3,5,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,2
20080922,20081002,Valley,Hemlock,3,3,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,10
20080519,20080529,Valley,Hemlock,3,5,Pitfall,LINYPHIIDAE,immLiny,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,2,0
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,1,4,0
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,4,1,0
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,LIOCRANIDAE,immLioc,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,2,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,5
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,6
20080922,20081002,Valley,Hemlock,3,4,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,3
20080519,20080529,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,10
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,Microneta,viaria,0,1,0
20080519,20080529,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,0,1,0
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,12
20080519,20080529,Valley,Hemlock,3,5,Pitfall,HAHNIDAE,immHahn,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,5,Pitfall,LINYPHIIDAE,Walckenaeria,directa,1,0,0
20080519,20080529,Valley,Hemlock,3,5,Pitfall,AMAUROBIIDAE,Callobius,bennetti,1,0,0
20080519,20080529,Valley,Hemlock,3,5,Pitfall,AMAUROBIIDAE,Amaurobius,borealis,5,0,0
20080519,20080529,Valley,Hemlock,3,1,Pitfall,UNKNOWN,immUnkn,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,1,Pitfall,DICTYNIDAE,immDict,sp.,0,0,1
20080519,20080529,Valley,Hemlock,3,1,Pitfall,LINYPHIIDAE,Ceratinella,brunnea,2,0,0
20080519,20080529,Valley,Hemlock,3,1,Pitfall,LINYPHIIDAE,Walckenaeria,pallida,1,0,0
20080519,20080529,Valley,Hemlock,3,1,Pitfall,LINYPHIIDAE,Tenuiphantes,sabulosus,1,0,0
20080519,20080529,Valley,Hemlock,3,1,Pitfall,AMAUROBIIDAE,Amaurobius,borealis,1,0,0
20080519,20080529,Valley,Hemlock,3,1,Pitfall,LYCOSIDAE,Pirata,montanus,7,0,0
20080519,20080529,Valley,Hemlock,3,5,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,5
20080519,20080529,Valley,Hemlock,3,5,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,2,3,0
20080922,20081002,Valley,Hemlock,3,4,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,9
20080922,20081002,Valley,Hemlock,3,4,Litter_sifting,HAHNIIDAE,Neoantistea,magna,0,2,0
20080519,20080529,Valley,Hemlock,3,5,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,1
20080922,20081002,Valley,Hemlock,3,4,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,3
20080519,20080529,Valley,Hemlock,3,1,Litter_sifting,AMAUROBIIDAE,Amaurobius,borealis,0,1,0
20080922,20081002,Valley,Hemlock,3,4,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,4
20080922,20081002,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,0,0
20080922,20081002,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,29
20080922,20081002,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Tenuiphantes,zebra,1,0,0
20080922,20081002,Valley,Hemlock,3,4,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,1,2,0
20080922,20081002,Ridge,Logged,4,3,Pitfall,AGELENIDAE,Agelenopsis,utahana,0,1,0
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,4
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,13
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,AMAUROBIIDAE,Amaurobius,borealis,2,1,0
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,5
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,3,Pitfall,AMAUROBIIDAE,Wadotes,hybridus,2,0,0
20080922,20081002,Ridge,Logged,4,3,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,CORINNIDAE,Castianeira,cingulata,0,1,1
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,CORINNIDAE,Phrurotimpus,alarius,0,1,0
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Tapinocyba,simplex,0,1,0
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Tenuiphantes,zebra,0,1,0
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,0,1,0
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,1,5,0
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,CORINNIDAE,Phrurotimpus,alarius,3,1,0
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,0,1,0
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,0,2,0
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,LIOCRANIDAE,immLioc,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,2,Pitfall,GNAPHOSIDAE,Zelotes,duplex,1,0,0
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,HAHNIIDAE,Neoantistea,magna,0,1,0
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,LINYPHIIDAE,Eperigone,brevidentata,0,1,0
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,0,1,0
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,4
20080519,20080529,Ridge,Logged,4,2,Pitfall,LYCOSIDAE,Pardosa,xerampelina,5,1,0
20080519,20080529,Ridge,Logged,4,2,Pitfall,AMAUROBIIDAE,Amaurobius,borealis,4,0,0
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,LIOCRANIDAE,immLioc,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,2
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,AGELENIDAE,immAgel,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,CORINNIDAE,Castianeira,cingulata,0,0,2
20080519,20080529,Ridge,Logged,4,5,Pitfall,LINYPHIIDAE,Walckenaeria,directa,1,0,0
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,5,Pitfall,LYCOSIDAE,Pardosa,moesta,0,1,0
20080519,20080529,Ridge,Logged,4,2,Pitfall,AMAUROBIIDAE,Callobius,bennetti,2,0,0
20080519,20080529,Ridge,Logged,4,2,Pitfall,LINYPHIIDAE,Walckenaeria,directa,1,0,0
20080519,20080529,Ridge,Logged,4,2,Pitfall,LINYPHIIDAE,Tapinocyba,minuta,1,0,0
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,2
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,8
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,7
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,2,0
20080519,20080529,Ridge,Logged,4,5,Pitfall,LYCOSIDAE,Pardosa,xerampelina,4,0,0
20080718,20080728,Ridge,Logged,4,5,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,3
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,0,0
20080718,20080728,Ridge,Logged,4,1,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,3
20080718,20080728,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,Scylaceus,pallidus,0,1,0
20080718,20080728,Ridge,Logged,4,3,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,4,Litter_sifting,THOMISIDAE,immThom,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,4,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,Ceratinopsis,interpres,0,1,0
20080519,20080529,Ridge,Logged,4,4,Litter_sifting,CORINNIDAE,Phrurotimpus,borealis,1,0,0
20080718,20080728,Ridge,Logged,4,5,Pitfall,HAHNIIDAE,Neoantistea,magna,3,0,0
20080718,20080728,Ridge,Logged,4,5,Pitfall,CORINNIDAE,Castianeira,cingulata,0,0,1
20080718,20080728,Ridge,Logged,4,5,Pitfall,CORINNIDAE,immCori,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,4,Pitfall,UNKNOWN,immUnkn,sp.,0,0,3
20080519,20080529,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,1,4,0
20080718,20080728,Ridge,Logged,4,4,Pitfall,LINYPHIIDAE,Tapinocyba,minuta,1,0,0
20080718,20080728,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,1,0,0
20080718,20080728,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,0,0
20080718,20080728,Ridge,Logged,4,4,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,4
20080718,20080728,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,3,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,16
20080718,20080728,Ridge,Logged,4,3,Litter_sifting,LINYPHIIDAE,Ceratinops,annulipes,0,1,0
20080718,20080728,Ridge,Logged,4,3,Litter_sifting,HAHNIIDAE,Neoantistea,magna,1,0,0
20080718,20080728,Ridge,Logged,4,5,Litter_sifting,DICTYNIDAE,immDict,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,Eperigone,maculata,0,1,0
20080718,20080728,Ridge,Logged,4,3,Pitfall,HAHNIIDAE,Neoantistea,magna,1,0,0
20080718,20080728,Ridge,Logged,4,2,Pitfall,HAHNIIDAE,Neoantistea,magna,1,0,0
20080718,20080728,Ridge,Logged,4,2,Pitfall,LYCOSIDAE,Pardosa,xerampelina,0,1,0
20080718,20080728,Ridge,Logged,4,2,Pitfall,GNAPHOSIDAE,Zelotes,duplex,0,1,0
20080718,20080728,Ridge,Logged,4,2,Pitfall,HAHNIDAE,immHahn,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,2,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,18
20080718,20080728,Ridge,Logged,4,1,Pitfall,HAHNIIDAE,Neoantistea,magna,2,0,0
20080718,20080728,Ridge,Logged,4,1,Pitfall,LYCOSIDAE,Pardosa,xerampelina,0,1,0
20080718,20080728,Ridge,Logged,4,1,Pitfall,GNAPHOSIDAE,Zelotes,duplex,1,0,0
20080519,20080529,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,1,Pitfall,LINYPHIIDAE,immLiny,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,3,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,3,Pitfall,CORINNIDAE,Phrurotimpus,alarius,0,1,0
20080718,20080728,Ridge,Logged,4,3,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,3
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,2
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,AGELENIDAE,immAgel,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,4,Pitfall,LYCOSIDAE,Pardosa,xerampelina,0,1,0
20080718,20080728,Ridge,Logged,4,4,Pitfall,SALTICIDAE,Neon,nelli,0,1,0
20080718,20080728,Ridge,Logged,4,4,Pitfall,CORINNIDAE,Phrurotimpus,alarius,0,1,0
20080718,20080728,Ridge,Logged,4,1,Pitfall,DICTYNIDAE,Cicurina,robusta,0,1,0
20080718,20080728,Ridge,Logged,4,2,Litter_sifting,LYCOSIDAE,immLyco,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,3,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,0,0
20080718,20080728,Ridge,Logged,4,5,Litter_sifting,SALTICIDAE,Neon,nelli,0,1,0
20080718,20080728,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080718,20080728,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,0,1,0
20080718,20080728,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,0,2,0
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,2
20080922,20081002,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,2,3,0
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,0,3,0
20080718,20080728,Ridge,Logged,4,2,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,4
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,0,0
20080718,20080728,Ridge,Logged,4,2,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,2,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,CORINNIDAE,Phrurotimpus,borealis,1,1,0
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,LINYPHIIDAE,Tenuiphantes,sabulosus,0,1,0
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,SALTICIDAE,Neon,nelli,0,1,0
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,2
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,2
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,5
20080718,20080728,Ridge,Logged,4,5,Litter_sifting,GNAPHOSIDAE,Zelotes,duplex,0,1,0
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,CORINNIDAE,Phrurotimpus,borealis,0,1,0
20080718,20080728,Ridge,Logged,4,3,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,1
20080718,20080728,Ridge,Logged,4,3,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,2
20080718,20080728,Ridge,Logged,4,3,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,3
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,18
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,5
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,LIOCRANIDAE,immLioc,sp.,0,0,2
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,HAHNIDAE,immHahn,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,CORINNIDAE,Phrurotimpus,alarius,1,1,0
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,AMAUROBIIDAE,Amaurobius,borealis,1,0,0
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,3
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,LINYPHIIDAE,Ceraticelus,laetabilis,1,0,0
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,SALTICIDAE,Neon,nelli,0,1,0
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,0,4,0
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,3
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,4
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080519,20080529,Ridge,Logged,4,2,Litter_sifting,LINYPHIIDAE,Tapinocyba,minuta,0,1,0
20080519,20080529,Ridge,Logged,4,3,Litter_sifting,AGELENIDAE,immAgel,sp.,0,0,2
20080519,20080529,Ridge,Logged,4,3,Pitfall,AMAUROBIIDAE,Amaurobius,borealis,2,0,0
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,LINYPHIIDAE,Collinsia,oxypaederotipus,1,0,0
20080519,20080529,Ridge,Logged,4,1,Pitfall,SALTICIDAE,Pelegrina,proterva,1,0,0
20080519,20080529,Ridge,Logged,4,1,Pitfall,SALTICIDAE,Habronattus,viridipes,1,0,0
20080922,20081002,Ridge,Logged,4,3,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,1,0,0
20080922,20081002,Ridge,Logged,4,5,Pitfall,LYCOSIDAE,Hogna,frondicola,1,0,0
20080519,20080529,Ridge,Logged,4,3,Pitfall,GNAPHOSIDAE,Zelotes,fratris,1,0,0
20080519,20080529,Ridge,Logged,4,3,Pitfall,LYCOSIDAE,Trochosa,terricola,0,1,0
20080519,20080529,Ridge,Logged,4,3,Pitfall,LIOCRANIDAE,Agroeca,ornata,2,0,0
20080519,20080529,Ridge,Logged,4,3,Pitfall,LYCOSIDAE,Pardosa,xerampelina,9,0,0
20080922,20081002,Ridge,Logged,4,3,Litter_sifting,GNAPHOSIDAE,immGnap,sp.,0,0,2
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,UNKNOWN,immUnkn,sp.,0,0,3
20080519,20080529,Ridge,Logged,4,3,Pitfall,AMAUROBIIDAE,Callobius,bennetti,1,0,0
20080519,20080529,Ridge,Logged,4,1,Pitfall,AMAUROBIIDAE,Amaurobius,borealis,4,0,0
20080922,20081002,Ridge,Logged,4,1,Litter_sifting,AMAUROBIIDAE,Amaurobius,borealis,0,1,0
20080519,20080529,Ridge,Logged,4,1,Pitfall,HAHNIIDAE,Cryphoeca,montana,1,0,0
20080519,20080529,Ridge,Logged,4,1,Pitfall,GNAPHOSIDAE,Zelotes,duplex,2,0,0
20080519,20080529,Ridge,Logged,4,1,Pitfall,LYCOSIDAE,Pardosa,xerampelina,14,0,0
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,0,2,0
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,LINYPHIIDAE,Ceratinella,brunnea,0,2,0
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,THERIDIIDAE,Pholcomma,hirsutum,0,1,0
20080519,20080529,Ridge,Logged,4,3,Pitfall,CORINNIDAE,Phrurotimpus,borealis,2,0,0
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,CORINNIDAE,Phrurotimpus,alarius,2,0,0
20080922,20081002,Ridge,Logged,4,1,Pitfall,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,1,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,1,Pitfall,LINYPHIIDAE,Ceratinella,brunnea,0,1,0
20080519,20080529,Ridge,Logged,4,5,Litter_sifting,LIOCRANIDAE,immLioc,sp.,0,0,3
20080922,20081002,Ridge,Logged,4,2,Pitfall,LINYPHIIDAE,Tenuiphantes,zebra,0,1,0
20080922,20081002,Ridge,Logged,4,2,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,3
20080922,20081002,Ridge,Logged,4,2,Pitfall,AMAUROBIIDAE,Wadotes,hybridus,1,0,0
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,HAHNIIDAE,Neoantistea,magna,0,2,0
20080519,20080529,Ridge,Logged,4,1,Pitfall,CORINNIDAE,Phrurotimpus,alarius,1,0,0
20080519,20080529,Ridge,Logged,4,1,Litter_sifting,CORINNIDAE,Phrurotimpus,borealis,2,3,1
20080922,20081002,Ridge,Logged,4,5,Pitfall,LYCOSIDAE,immLyco,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,Tenuiphantes,zebra,0,1,0
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,Scylaceus,pallidus,1,0,0
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,CORINNIDAE,immCori,sp.,0,0,11
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,AMAUROBIIDAE,immAmau,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,THOMISIDAE,immThom,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,AGELENIDAE,immAgel,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,ARANEIDAE,immAran,sp.,0,0,1
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,SALTICIDAE,immSalt,sp.,0,0,2
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,immLiny,sp.,0,0,5
20080922,20081002,Ridge,Logged,4,4,Litter_sifting,LINYPHIIDAE,Ceraticelus,minutus,0,3,0
20080519,20080529,Ridge,Logged,4,4,Pitfall,LIOCRANIDAE,Agroeca,ornata,4,0,0
